Product Name,Brand Name,Commodity,Subcommodity,Category,Food/NonFoodItem
Flour Pack of 6,DailyNeeds,Baking,Flour,Grocery,Food
Baby Wipes 500g,SoftTouch,Baby Care,Baby Wipes,Baby Products,NonFood
Tuna 500ml,DailyNeeds,Seafood,Tuna,Fresh Foods,Food
Baby Wipes 2kg,LittleLambs,Baby Care,Baby Wipes,Baby Products,NonFood
Olive Oil Pack of 4,SafeGuard,Oils,Olive Oil,Grocery,Food
Olive Oil 250ml,Happy Farms,Oils,Olive Oil,Grocery,Food
Canola Oil 250ml,LittleLambs,Oils,Canola Oil,Grocery,Food
Yogurt 2kg,ChefSelect,Dairy,Yogurt,Grocery,Food
Quinoa 500ml,CleanMate,Grains,Quinoa,Grocery,Food
Pork Pack of 6,LittleLambs,Meat,Pork,Fresh Foods,Food
Mop Refill Pack of 6,FarmFresh,Household Care,Mop Refill,Household,NonFood
Baby Wipes 1L,GreenValley,Baby Care,Baby Wipes,Baby Products,NonFood
Beef Pack of 6,NatureGrain,Meat,Beef,Fresh Foods,Food
Baking Powder 1kg,CleanMate,Baking,Baking Powder,Grocery,Food
Milk Pack of 4,CleanMate,Dairy,Milk,Grocery,Food
Chips Pack of 6,GoldGrain,Snacks,Chips,Grocery,Food
Spinach 1kg,FarmFresh,Produce,Spinach,Fresh Foods,Food
Laundry Detergent 2kg,ChefSelect,Cleaning,Laundry Detergent,Household,NonFood
Mop Refill Pack of 6,SafeGuard,Household Care,Mop Refill,Household,NonFood
Cheese 2kg,Happy Farms,Dairy,Cheese,Grocery,Food
Pork 500ml,EcoHome,Meat,Pork,Fresh Foods,Food
Shrimp 250ml,ChefSelect,Seafood,Shrimp,Fresh Foods,Food
Butter 1kg,SafeGuard,Dairy,Butter,Grocery,Food
Mop Refill Pack of 6,MilkyWay,Household Care,Mop Refill,Household,NonFood
Canola Oil 1kg,MilkyWay,Oils,Canola Oil,Grocery,Food
Olive Oil 250ml,GoldGrain,Oils,Olive Oil,Grocery,Food
Pork 2kg,DailyNeeds,Meat,Pork,Fresh Foods,Food
Diapers 1L,ChefSelect,Baby Care,Diapers,Baby Products,NonFood
Laundry Detergent 1kg,MilkyWay,Cleaning,Laundry Detergent,Household,NonFood
Toilet Paper Pack of 6,SafeGuard,Paper Products,Toilet Paper,Household,NonFood
Paper Towels 1L,EcoHome,Paper Products,Paper Towels,Household,NonFood
Baby Wipes 250ml,SafeGuard,Baby Care,Baby Wipes,Baby Products,NonFood
Yogurt 250ml,PureHarvest,Dairy,Yogurt,Grocery,Food
Nuts 500ml,GoldGrain,Snacks,Nuts,Grocery,Food
Pasta 500g,EcoHome,Grains,Pasta,Grocery,Food
Olive Oil Pack of 4,ChefSelect,Oils,Olive Oil,Grocery,Food
Paper Towels 250ml,DailyNeeds,Paper Products,Paper Towels,Household,NonFood
Dish Soap Pack of 4,NatureGrain,Cleaning,Dish Soap,Household,NonFood
Air Freshener 500g,FreshBite,Household Care,Air Freshener,Household,NonFood
Baby Wipes 2kg,ChefSelect,Baby Care,Baby Wipes,Baby Products,NonFood
Nuts 1L,SafeGuard,Snacks,Nuts,Grocery,Food
Tuna 2kg,MilkyWay,Seafood,Tuna,Fresh Foods,Food
Beef 2kg,CleanMate,Meat,Beef,Fresh Foods,Food
Coconut Oil 2kg,GreenValley,Oils,Coconut Oil,Grocery,Food
Sugar 500ml,SafeGuard,Baking,Sugar,Grocery,Food
Milk 500g,GoldGrain,Dairy,Milk,Grocery,Food
Apples 1kg,Happy Farms,Produce,Apples,Fresh Foods,Food
Yeast 250ml,FarmFresh,Baking,Yeast,Grocery,Food
Cookies Pack of 6,FreshBite,Snacks,Cookies,Grocery,Food
Baby Wipes 1L,GreenValley,Baby Care,Baby Wipes,Baby Products,NonFood
Baking Powder 2L,SoftTouch,Baking,Baking Powder,Grocery,Food
Dish Soap 500g,GreenValley,Cleaning,Dish Soap,Household,NonFood
Sugar 2L,PureHarvest,Baking,Sugar,Grocery,Food
Surface Cleaner 2kg,EcoHome,Cleaning,Surface Cleaner,Household,NonFood
Yogurt 2kg,MilkyWay,Dairy,Yogurt,Grocery,Food
Mop Refill 250ml,EcoHome,Household Care,Mop Refill,Household,NonFood
Quinoa Pack of 6,PureHarvest,Grains,Quinoa,Grocery,Food
Oats 250ml,LittleLambs,Grains,Oats,Grocery,Food
Sugar 500ml,SoftTouch,Baking,Sugar,Grocery,Food
Toilet Paper 1L,FarmFresh,Paper Products,Toilet Paper,Household,NonFood
Apples 2kg,DailyNeeds,Produce,Apples,Fresh Foods,Food
Sugar 500g,Happy Farms,Baking,Sugar,Grocery,Food
Beef 1L,Happy Farms,Meat,Beef,Fresh Foods,Food
Air Freshener 2kg,PureHarvest,Household Care,Air Freshener,Household,NonFood
Bananas 2L,FreshBite,Produce,Bananas,Fresh Foods,Food
Toilet Paper Pack of 6,MilkyWay,Paper Products,Toilet Paper,Household,NonFood
Flour 2kg,CleanMate,Baking,Flour,Grocery,Food
Salmon 1kg,GoldGrain,Seafood,Salmon,Fresh Foods,Food
Baby Wipes Pack of 4,DailyNeeds,Baby Care,Baby Wipes,Baby Products,NonFood
Mop Refill 1kg,GoldGrain,Household Care,Mop Refill,Household,NonFood
Air Freshener 2kg,MilkyWay,Household Care,Air Freshener,Household,NonFood
Apples Pack of 6,LittleLambs,Produce,Apples,Fresh Foods,Food
Sugar 2L,LittleLambs,Baking,Sugar,Grocery,Food
Olive Oil 500ml,LittleLambs,Oils,Olive Oil,Grocery,Food
Paper Towels Pack of 4,FarmFresh,Paper Products,Paper Towels,Household,NonFood
Tuna 1L,DailyNeeds,Seafood,Tuna,Fresh Foods,Food
Dish Soap 500ml,PureHarvest,Cleaning,Dish Soap,Household,NonFood
Coconut Oil 500ml,GreenValley,Oils,Coconut Oil,Grocery,Food
Baking Powder Pack of 6,FarmFresh,Baking,Baking Powder,Grocery,Food
Nuts 2kg,FarmFresh,Snacks,Nuts,Grocery,Food
Olive Oil Pack of 6,FarmFresh,Oils,Olive Oil,Grocery,Food
Quinoa 500g,ChefSelect,Grains,Quinoa,Grocery,Food
Laundry Detergent 500g,Happy Farms,Cleaning,Laundry Detergent,Household,NonFood
Butter 500g,SoftTouch,Dairy,Butter,Grocery,Food
Paper Towels 500g,MilkyWay,Paper Products,Paper Towels,Household,NonFood
Milk Pack of 6,DailyNeeds,Dairy,Milk,Grocery,Food
Coconut Oil 500ml,LittleLambs,Oils,Coconut Oil,Grocery,Food
Spinach 2kg,DailyNeeds,Produce,Spinach,Fresh Foods,Food
Oats 2kg,GreenValley,Grains,Oats,Grocery,Food
Rice 1L,GreenValley,Grains,Rice,Grocery,Food
Surface Cleaner 2L,GoldGrain,Cleaning,Surface Cleaner,Household,NonFood
Bananas Pack of 4,SafeGuard,Produce,Bananas,Fresh Foods,Food
Cheese Pack of 6,GreenValley,Dairy,Cheese,Grocery,Food
Cheese 2kg,SoftTouch,Dairy,Cheese,Grocery,Food
Yeast Pack of 6,Happy Farms,Baking,Yeast,Grocery,Food
Paper Towels Pack of 6,GreenValley,Paper Products,Paper Towels,Household,NonFood
Chips 2L,GreenValley,Snacks,Chips,Grocery,Food
Paper Towels 500ml,PureHarvest,Paper Products,Paper Towels,Household,NonFood
Tomatoes 500g,GreenValley,Produce,Tomatoes,Fresh Foods,Food
Dish Soap 500g,NatureGrain,Cleaning,Dish Soap,Household,NonFood
Diapers 500ml,SafeGuard,Baby Care,Diapers,Baby Products,NonFood
